ticker,input_rank,rank_source,stage,stage_assignment_status,assignment_reason,official_files_per_ticker_min,official_files_per_ticker_max,target_max_tickers_for_stage,template_only,manual_review_required,no_financial_claim
HGW,1011,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HHB,1012,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HHC,1013,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HHG,1014,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HHN,1015,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HHP,1016,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HHR,1017,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HHS,1018,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HHV,1019,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HID,1020,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HIG,1021,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HII,1022,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HIO,1023,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HJC,1024,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HJS,1025,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HKB,1026,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HKP,1027,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HKT,1028,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HLA,1029,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HLB,1030,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HLC,1031,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HLD,1032,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HLE,1033,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HLG,1034,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HLO,1035,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HLR,1036,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HLS,1037,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HLT,1038,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HLY,1039,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HMC,1040,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HMD,1041,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HMG,1042,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HMH,1043,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HMR,1044,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HMS,1045,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HNA,1046,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HNB,1047,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HND,1048,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HNE,1049,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HNF,1050,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HNG,1051,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HNI,1052,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HNM,1053,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HNP,1054,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HNR,1055,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HNT,1056,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HOM,1057,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HOT,1058,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HPA,1059,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HPB,1060,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HPD,1061,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HPG,1062,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HPH,1063,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HPI,1064,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HPM,1065,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HPO,1066,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HPP,1067,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HPT,1068,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HPW,1069,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HPX,1070,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HQC,1071,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HRB,1072,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HRC,1073,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HRT,1074,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HSA,1075,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HSG,1076,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HSI,1077,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HSL,1078,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HSM,1079,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HSP,1080,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HSV,1081,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HT1,1082,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HTC,1083,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HTE,1084,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HTG,1085,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HTH,1086,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HTI,1087,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HTK,1088,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HTL,1089,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HTM,1090,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
HTN,1091,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
